Bluestem Health,"1021 N 27th St, 1021 N 27th St, Lincoln, NE 68503-1803",,,,,Lincoln,NE,68503-1803
AMPLA HEALTH,"935 Market St, 935 Market St, Yuba City, CA 95991-4217",www.amplahealth.org,,,,Yuba City,CA,95991-4217
"Dirne Health Centers, Inc.","2025 W Park Pl, 2025 W Park Pl, Coeur D Alene, ID 83814",www.myheritagehealth.org,,,,Coeur D Alene,ID,83814
Meridian Health Services Corp.,"240 N Tillotson Ave, 240 N Tillotson Ave, Muncie, IN 47304-3988",www.meridianhs.org,,,,Muncie,IN,47304-3988
Brighter Beginnings,"2727 Macdonald Ave, 2727 Macdonald Ave, Richmond, CA 94804-3006",brighter-beginnings.org,510-610-8945,bbmccullough@brighter-beginnings.org,,Richmond,CA,94804-3006
"CHERRY STREET SERVICES, INC.","100 Cherry St SE, 100 Cherry St SE, Grand Rapids, MI 49503-4526",,,,,Grand Rapids,MI,49503-4526
"COMMUNITY HEALTH CENTERS OF SOUTHERN IOWA, INC.","302 NE 14th St, 302 NE 14th St, Leon, IA 50144-1206",http://chcsi.org/,,,,Leon,IA,50144-1206
"Harbor Homes, Inc.","77 Northeastern Blvd, 77 Northeastern Blvd, Nashua, NH 03062-3128",,603-816-3129,m.lavalley@nhpartnership.org,,Nashua,NH,03062-3128
Avenal Community Health Center,"555 E St, 555 E St, Lemoore, CA 93245-2617",,559-316-4192,jkalfayan@ariachc.org,,Lemoore,CA,93245-2617
"Teche Action Board, The","1115 Weber St, 1115 Weber St, Franklin, LA 70538-4124",www.tabhealth.org,,,,Franklin,LA,70538-4124
"Chiricahua Community Health Centers, Inc.","10566 N Highway 191, 10566 N Highway 191, Elfrida, AZ 85610-9021",www.cchci.org,,,,Elfrida,AZ,85610-9021
SOUTHERN ILLINOIS UNIVERSITY,"801 N Rutledge St Fl 2, 801 N Rutledge St Fl 2, Springfield, IL 62702-4933",,217-545-4549,grants@siumed.edu,,Springfield,IL,62702-4933
"Southern California Medical Center, Inc.","14550 Haynes St, 14550 Haynes St, Van Nuys, CA 91411-1613",www.scmedcenter.org,818-650-6700,okader@scmedcenter.org,,Van Nuys,CA,91411-1613
"NORTHSHORE HEALTH CENTERS, INC","6450 US Highway 6, 6450 US Highway 6, Portage, IN 46368-5110",,219-742-0258,dhall@northshorehealth.org,,Portage,IN,46368-5110
"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.","5488 U S Highway 49, 5488 U S Highway 49, Hattiesburg, MS 39401-7806",,,,,Hattiesburg,MS,39401-7806
PUREVIEW HEALTH CENTER,"1930 9th Ave, 1930 9th Ave, Helena, MT 59601-4759",http://pureviewhealthcenter.org/,,,,Helena,MT,59601-4759
"Hopewell Health Centers, Inc.","1049 Western Ave, 1049 Western Ave, Chillicothe, OH 45601-1104",hopewellhealth.org,,,,Chillicothe,OH,45601-1104
"Dirne Health Centers, Inc.","2025 W Park Pl, 2025 W Park Pl, Coeur D Alene, ID 83814",,,,,Coeur D Alene,ID,83814
"Community Health Centers Of Pinellas, Inc.","14100 58th St N, 14100 58th St N, Clearwater, FL 33760-9900",www.chcpinellas.org,,,,Clearwater,FL,33760-9900
"MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC","589 S State St, 589 S State St, Provo, UT 84606-5056",www.mountainlands.org,,,,Provo,UT,84606-5056
Perry County Medical Center Inc,"115 E Brooklyn St, 115 E Brooklyn St, Linden, TN 37096-3515",n/a,,,,Linden,TN,37096-3515
Penobscot Community Health Center,"103 Maine Ave, 103 Maine Ave, Bangor, ME 04401-4330",http://www.pchcbangor.org/index.htm,,,,Bangor,ME,04401-4330
"Oak Orchard Community Health Center, Inc.","300 West Ave, 300 West Ave, Brockport, NY 14420-1118",,585-637-3905 x343,mpettibon@oochc.org,,Brockport,NY,14420-1118
"Southern Illinois Health Care Foundation, Inc.","2041 Goose Lake Rd, 2041 Goose Lake Rd, Sauget, IL 62206-2822",,618-215-8148,pbrodie@sihf.org,,Sauget,IL,62206-2822
"Mosaic Health, Inc.","1 S Washington St Ste 300, 1 S Washington St Ste 300, Rochester, NY 14614-1134",,,,,Rochester,NY,14614-1134
Bay Area Community Health,"39500 Liberty St, 39500 Liberty St, Fremont, CA 94538-2211",,510-252-6811,zpage@bach.health,,Fremont,CA,94538-2211
"Blackstone Valley Community Health Care, Inc.","39 East Ave, 39 East Ave, Pawtucket, RI 02860-4003",,,,,Pawtucket,RI,02860-4003
SUNRISE CLINICS,"117 CAMINO DE VIDA STE 300, 117 CAMINO DE VIDA STE 300, SANTA ROSA, NM 88435-2267",www.SunriseClinicsNM.org,505-918-6093,randal.brown@sunrisenm.org,,SANTA ROSA,NM,88435-2267
"BIGHORN VALLEY HEALTH CENTER, INC.","10 4th St W, 10 4th St W, Hardin, MT 59034-1802",www.chcfamily.org,,,,Hardin,MT,59034-1802
SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATES,"1414 Elba Hwy, 1414 Elba Hwy, Troy, AL 36079-6020",n/a,,,,Troy,AL,36079-6020
East Boston Neighborhood Health Center Corporation,"10 Gove St, 10 Gove St, Boston, MA 02128-1920",,617-568-4570,mancusim@ebnhc.org,,Boston,MA,02128-1920
"BALTIMORE MEDICAL SYSTEM, INC.","3501 Sinclair Ln, 3501 Sinclair Ln, Baltimore, MD 21213-2029",www.bmsi.org,,,,Baltimore,MD,21213-2029
"HealthNet, Inc.","3403 E Raymond St, 3403 E Raymond St, Indianapolis, IN 46203-4744",,,,,Indianapolis,IN,46203-4744
AMH COMPREHENSIVE MEDICAL CENTERS,"711 N ALVARADO ST STE 101, 711 N ALVARADO ST STE 101, LOS ANGELES, CA 90026-4016",http://www.caremedchc.org,213-429-5264,j_argame@msn.com,,LOS ANGELES,CA,90026-4016
"Summit Community Care Clinic, Inc.","360 Peak One Dr Ste 100, 360 Peak One Dr Ste 100, Frisco, CO 80443-5948",,,,,Frisco,CO,80443-5948
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,"125 Worth St Rm 514, 125 Worth St Rm 514, New York, NY 10013-4006",,,,,New York,NY,10013-4006
Eastern Iowa Health Center,"1201 3rd Ave SE, 1201 3rd Ave SE, Cedar Rapids, IA 52403-4009",www.easterniowahealthcenter.com,,,,Cedar Rapids,IA,52403-4009
AltaMed Health Services Corporation,"2040 Camfield Ave, 2040 Camfield Ave, Commerce, CA 90040-1502",www.altamed.org,,,,Commerce,CA,90040-1502
"North Florida Medical Centers, Inc.","2804 Remington Green Cir, 2804 Remington Green Cir, Tallahassee, FL 32308-8707",http://www.nfmc.org,,,,Tallahassee,FL,32308-8707
"SYRACUSE COMMUNITY HEALTH CENTER, INC.","819 S Salina St, 819 S Salina St, Syracuse, NY 13202-3527",www.schcny.com,,,,Syracuse,NY,13202-3527
GREATER BADEN MEDICAL SERVICE INC,"7450 Albert Rd # 3, 7450 Albert Rd # 3, Brandywine, MD 20613-3035",www.gbms.org,,,,Brandywine,MD,20613-3035
OLE Health,"1141 Pear Tree Ln Ste 100, 1141 Pear Tree Ln Ste 100, Napa, CA 94558-6485",,,,,Napa,CA,94558-6485
"FAMILY HEALTH CARE CLINIC, INC.","4635 Highway 80 E, 4635 Highway 80 E, Pearl, MS 39208-4226",www.familyhealthcareclinic.com,,,,Pearl,MS,39208-4226
"Unity Health Care, Inc.","1100 New Jersey Ave SE Ste 500, 1100 New Jersey Ave SE Ste 500, Washington, DC 20003-3326",www.unityhealthcare.org,,,,Washington,DC,20003-3326
Pancare of Florida Inc,"403 E 11th St, 403 E 11th St, Panama City, FL 32401-3409",http://pancarefl.org/,850-872-4128,mhill@pancarefl.org,,Panama City,FL,32401-3409
Primary Health Network,"100 Shenango Ave, 100 Shenango Ave, Sharon, PA 16146-1503",www.primary-health.net,,,,Sharon,PA,16146-1503
AMOSKEAG HEALTH,"145 Hollis St, 145 Hollis St, Manchester, NH 03101-1235",www.amoskeaghealth.org,,,,Manchester,NH,03101-1235
"Community Health Centers, Inc.","110 S Woodland St, 110 S Woodland St, Winter Garden, FL 34787-3546",WWW.CHCFL.ORG,,,,Winter Garden,FL,34787-3546
Comanche County Hospital Authority,"3401 W Gore Blvd, 3401 W Gore Blvd, Lawton, OK 73505-6332",www.lawtoncommunityhealthcenter.com,,,,Lawton,OK,73505-6332
"Greater Lawrence Family Health Center, Inc.","1 Griffin Brook Dr Ste 101, 1 Griffin Brook Dr Ste 101, Methuen, MA 01844-1865",www.glfhc.org,978-771-7675,thu.huynh-vien@glfhc.org,,Methuen,MA,01844-1865
Visiting Nurse Association Of Central Jersey Community Health Center,"1301 Main St, 1301 Main St, Asbury Park, NJ 07712-5359",,732-502-5151,thamas.thees@vnahg.org,,Asbury Park,NJ,07712-5359
Neighborhood Health Center,"7320 SW Hunziker Rd Ste 300, 7320 SW Hunziker Rd Ste 300, Portland, OR 97223-2302",www.nhcoregon.org,,,,Portland,OR,97223-2302
"Ohio North East Health Systems, Inc.","726 Wick Ave, 726 Wick Ave, Youngstown, OH 44505-2827",www.onehealthohio.org,330-747-9551 x10157,jwendell@onehealthohio.org,,Youngstown,OH,44505-2827
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",www.lawndale.org,,,,Chicago,IL,60623-2460
"URBAN HEALTH PLAN, INC.","1065 Southern Blvd, 1065 Southern Blvd, Bronx, NY 10459-2417",,718-991-4833,paloma.hernandez@urbanhealthplan.org,,Bronx,NY,10459-2417
"Hospital General De Castaner, Inc.","64.2 Carr 135, 64.2 Carr 135, Bartolo, PR 00631",,,,,Bartolo,PR,00631
NATIVE VILLAGE OF EYAK,"110 Nicholoff Way, 110 Nicholoff Way, Cordova, AK 99574",www.nveyak.org,907-424-7738,brooke.mallory@eyak-nsn.gov,,Cordova,AK,99574
Family Healthcare Network,"305 E Center Ave, 305 E Center Ave, Visalia, CA 93291-6331",www.fhcn.org,,,,Visalia,CA,93291-6331
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944
Lifelong Medical Care,"2344 6th St, 2344 6th St, Berkeley, CA 94710-2412",,,,,Berkeley,CA,94710-2412
"UNITED CEREBRAL PALSY ASSOCIATION OF THE NORTH COUNTRY, INC.","4 Commerce Ln, 4 Commerce Ln, Canton, NY 13617-3739",www.chcnorthcountry.org,315-386-1156 x2010,pmahaffy@cpnorthcountry.org,,Canton,NY,13617-3739
AIDS Action Coalition of Huntsville,"600 Saint Clair Ave SW Bldg 3, 600 Saint Clair Ave SW Bldg 3, Huntsville, AL 35801-5057",www.thrivealabama.org,256-980-3376 x397,krucker@thrivealabama.org,,Huntsville,AL,35801-5057
Native American Rehabilitation Association Inc,"1776 SW Madison St, 1776 SW Madison St, Portland, OR 97205-1715",www.naranorthwest.org,,,,Portland,OR,97205-1715
KENOSHA COMMUNITY HEALTH CENTER INC,"625 57th St Ste 700, 625 57th St Ste 700, Kenosha, WI 53140-4146",,,,,Kenosha,WI,53140-4146
"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.","2928 E Cesar E Chavez Ave, 2928 E Cesar E Chavez Ave, Los Angeles, CA 90033-3110",,323-266-6700,comcarela@yahoo.com,,Los Angeles,CA,90033-3110
"FAMILY HEALTH CENTERS, INC.","3310 Magnolia St, 3310 Magnolia St, Orangeburg, SC 29115-1466",,803-531-6921,shasonda.amous@myfhc.org,,Orangeburg,SC,29115-1466
"Morris Heights Health Center, Inc.","85 W Burnside Ave, 85 W Burnside Ave, Bronx, NY 10453-4015",,,,,Bronx,NY,10453-4015
"First Choice Community Healthcare, Inc.","2001 Centro Familiar Blvd SW, 2001 Centro Familiar Blvd SW, Albuquerque, NM 87105-4592",www.fcch.com,,,,Albuquerque,NM,87105-4592
Seattle Indian Health Board,"611 12th Ave S, 611 12th Ave S, Seattle, WA 98144-2007",www.sihb.org,206-324-9360 x4075,andrewg@sihb.org,,Seattle,WA,98144-2007
Health Partners Of Western Ohio,"329 N West St, 329 N West St, Lima, OH 45801-4332",www.hpwohio.org,,,,Lima,OH,45801-4332
"Star Community Health, Inc.","520 E Broad St Ste 108, 520 E Broad St Ste 108, Bethlehem, PA 18018-6330",starcommunityhealth.org,610-216-7489,Laura.hetrick@starcommunityhealth.org,,Bethlehem,PA,18018-6330
Fair Haven Community Health Clinic Inc,"374 Grand Ave, 374 Grand Ave, New Haven, CT 06513-3733",,203-777-7411,j.oggenfuss@fhchc.org,,New Haven,CT,06513-3733
"West Side Community Health Services, Inc.","153 Cesar Chavez St, 153 Cesar Chavez St, Saint Paul, MN 55107-2226",WWW.WESTSIDECHS.ORG,,,,Saint Paul,MN,55107-2226
"Special Health Resources For Texas, Incorporated","402 N 7th St, 402 N 7th St, Longview, TX 75601-6704",,,,,Longview,TX,75601-6704
"EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER, INC.","839 W Congress St, 839 W Congress St, Tucson, AZ 85745-2819",,520-309-3909,daniellep@elrio.org,,Tucson,AZ,85745-2819
Capitol City Family Health Center Inc,"3140 Florida St, 3140 Florida St, Baton Rouge, LA 70806-3757",,225-650-2026,mvalliere@ccfhc.org,,Baton Rouge,LA,70806-3757
"CONTRA COSTA , COUNTY OF","2500 Alhambra Ave, 2500 Alhambra Ave, Martinez, CA 94553-3156",,925-313-6783,anuja.chand@cchealth.org,,Martinez,CA,94553-3156
Peninsula Community Health Services,"400 Warren Ave Ste 200, 400 Warren Ave Ste 200, Bremerton, WA 98337-1467",,360-478-2366,kjennings@pchsweb.org,,Bremerton,WA,98337-1467
Siouxland Community Health Center,"1021 Nebraska St, 1021 Nebraska St, Sioux City, IA 51105-1436",slandchc.com,,,,Sioux City,IA,51105-1436
Peninsula Community Health Services,"400 Warren Ave Ste 200, 400 Warren Ave Ste 200, Bremerton, WA 98337-1467",www.pchsweb.org,360-478-2366,kjennings@pchsweb.org,,Bremerton,WA,98337-1467
"Healthlinc, Inc.","2401 Valley Dr, 2401 Valley Dr, Valparaiso, IN 46383-2520",,,,,Valparaiso,IN,46383-2520
"Centerville Clinics, Incorporated","1070 Old National Pike, 1070 Old National Pike, Fredericktown, PA 15333-2114",www.centervilleclinics.com,,,,Fredericktown,PA,15333-2114
"Rural Health Care, Incorporated","1302 River St, 1302 River St, Palatka, FL 32177-5042",www.azahealth.org,,,,Palatka,FL,32177-5042
"Goshen Medical Center, Inc.","444 SW Center St, 444 SW Center St, Faison, NC 28341-8820",www.goshenmedical.org,,,,Faison,NC,28341-8820
Health Service Alliance,"13193 CENTRAL AVE STE 100, 13193 CENTRAL AVE STE 100, CHINO, CA 91710-4179",healthservicealliance.org,909-464-9675,drterrychase@yahoo.com,,CHINO,CA,91710-4179
"Hilltown Community Health Centers, Inc.","58 Old North Rd, 58 Old North Rd, Worthington, MA 01098-9753",www.hchcweb.org,,,,Worthington,MA,01098-9753
"Healthsource Of Ohio, Inc.","424 Wards Corner Rd Ste 200, 424 Wards Corner Rd Ste 200, Loveland, OH 45140-6966",www.healthsourceofohio.com,,,,Loveland,OH,45140-6966
"San Mateo, County Of","225 W 39th Ave, 225 W 39th Ave, San Mateo, CA 94403-4361",,650-573-2459,ipasma@smcgov.org,,San Mateo,CA,94403-4361
Primary Health Network,"100 Shenango Ave, 100 Shenango Ave, Sharon, PA 16146-1503",www.primary-health.net,,,,Sharon,PA,16146-1503
"Institute For Family Health, The","2006 Madison Ave, 2006 Madison Ave, New York, NY 10035-1217",www.institute2000.org,212-633-0800,inewman@institute.org,,New York,NY,10035-1217
COUNTY OF LANE,"125 E 8th Ave, 125 E 8th Ave, Eugene, OR 97401-2926",www.lane.co.or.us,,,,Eugene,OR,97401-2926
Omni Family Health,"4900 California Ave Ste 400B, 4900 California Ave Ste 400B, Bakersfield, CA 93309-7081",www.OmniFamilyHealth.org,,,,Bakersfield,CA,93309-7081
"LINCOLN COUNTY PRIMARY CARE CENTER, INC.","7400 Lynn Ave, 7400 Lynn Ave, Hamlin, WV 25523-1138",,304-824-5806 x1241,greg.elkins@swvhs.org,,Hamlin,WV,25523-1138
"Korean Community Services, Inc.","451 W Lincoln Ave Ste 100, 451 W Lincoln Ave Ste 100, Anaheim, CA 92805-2912",www.koreancommunity.org,,,,Anaheim,CA,92805-2912
"MIDTOWN HEALTH CENTER, INC.","302 W Phillip Ave, 302 W Phillip Ave, Norfolk, NE 68701-5248",,402-371-8000,ckkube@midtownhealthne.org,,Norfolk,NE,68701-5248
"Mora Valley Community Health Services, Incorporated","NM-518, NM-518, Mora, NM 87732",mvchs.org,,,,Mora,NM,87732
Health Partners Of Western Ohio,"329 N West St, 329 N West St, Lima, OH 45801-4332",www.hpwohio.org,,,,Lima,OH,45801-4332
"Big Springs Medical Association, Inc","110 S 2nd St, 110 S 2nd St, Ellington, MO 63638-9400",www.mohigh.org,,,,Ellington,MO,63638-9400
Presbyterian Medical Services,"1422 Paseo De Peralta, 1422 Paseo De Peralta, Santa Fe, NM 87501-4391",,505-820-3475,lisa.stephens@pmsnm.org,,Santa Fe,NM,87501-4391
San Francisco Community Clinic Consortium,"2720 Taylor St Ste 430, 2720 Taylor St Ste 430, San Francisco, CA 94133-1231",,,,,San Francisco,CA,94133-1231
"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","1601 Precision Park Ln, 1601 Precision Park Ln, San Diego, CA 92173-1345",,,,,San Diego,CA,92173-1345
"GLACIER COMMUNITY HEALTH CENTER, INC.","519 E Main St, 519 E Main St, Cut Bank, MT 59427-3015",www.glacierchc.org,,,,Cut Bank,MT,59427-3015
"NORTHEAST MISSISSIPPI HEALTH CARE, INC.","12 Brunswick St, 12 Brunswick St, Byhalia, MS 38611-7000",www.byhaliafamilyhealthcenter.org,,,,Byhalia,MS,38611-7000
KARUK TRIBE,"64236 2nd Ave, 64236 2nd Ave, Happy Camp, CA 96039",karuk.us,530-493-1600 x2041,jgoodwin@karuk.us,,Happy Camp,CA,96039
MosaicMedical,"375 NW Beaver St Ste 101, 375 NW Beaver St Ste 101, Prineville, OR 97754-1802",,,,,Prineville,OR,97754-1802
AltaMed Health Services Corporation,"2040 Camfield Ave, 2040 Camfield Ave, Commerce, CA 90040-1502",,,,,Commerce,CA,90040-1502
"LA CLINICA DE LA RAZA, INC.","1515 Fruitvale Ave, 1515 Fruitvale Ave, Oakland, CA 94601-2322",www.laclinica.org,510-535-2915,paguilera@laclinica.org,,Oakland,CA,94601-2322
"CENTRO DE SALUD FAMILIAR LA FE, INC","1314 E Yandell Dr, 1314 E Yandell Dr, El Paso, TX 79902-5529",www.lafe-ep.org,,,,El Paso,TX,79902-5529
"Regenesis Health Care, Inc","460 Langdon St, 460 Langdon St, Spartanburg, SC 29302-1614",www.myrhc.org,,,,Spartanburg,SC,29302-1614
"Multnomah, County of","501 SE Hawthorne Blvd Ste 531, 501 SE Hawthorne Blvd Ste 531, Portland, OR 97214-3587",,,,,Portland,OR,97214-3587
Matagorda Episcopal Health Outreach Program Corporation,"101 Avenue F N, 101 Avenue F N, Bay City, TX 77414-3167",www.mehop.org,,,,Bay City,TX,77414-3167
"Central Virginia Health Services, Inc.","25892 N James Madison Hwy, 25892 N James Madison Hwy, New Canton, VA 23123-2234",www.cvhsinc.org,,,,New Canton,VA,23123-2234
"ALEUTIAN PRIBILOF ISLANDS ASSOCIATION, INC.","1131 E Intl Airport Rd, 1131 E Intl Airport Rd, Anchorage, AK 99518-1408",www.apiai.org,,,,Anchorage,AK,99518-1408
"Community Health & Emergency Services, Inc","1250 Cedar Ct, 1250 Cedar Ct, Carbondale, IL 62901-5334",www.chesi.org,,,,Carbondale,IL,62901-5334
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",,860-347-6602,mark@chc1.com,,Middletown,CT,06457
Piedmont Access to Health Services Inc,"705 Main St, 705 Main St, Danville, VA 24541-1803",www.pathsinc.org,434-791-3630 x1023,mmendenhall@pathsinc.org,,Danville,VA,24541-1803
COLUMBIA VALLEY COMMUNITY HEALTH,"600 Orondo Ave Ste 1, 600 Orondo Ave Ste 1, Wenatchee, WA 98801-2800",www.cvch.org,509-622-6000 x1320,blake.edwards@cvch.org,,Wenatchee,WA,98801-2800
COLUMBIA VALLEY COMMUNITY HEALTH,"600 Orondo Ave Ste 1, 600 Orondo Ave Ste 1, Wenatchee, WA 98801-2800",www.cvch.org,509-622-6000 x1320,blake.edwards@cvch.org,,Wenatchee,WA,98801-2800
Capitol City Family Health Center Inc,"3140 Florida St, 3140 Florida St, Baton Rouge, LA 70806-3757",,225-650-2026,mvalliere@ccfhc.org,,Baton Rouge,LA,70806-3757
"Mercy Health Services, Inc.","1113 Murfreesboro Rd Ste 319, 1113 Murfreesboro Rd Ste 319, Franklin, TN 37064-1312",,615-790-0567 x212,rhondas@mercytn.org,,Franklin,TN,37064-1312
KENOSHA COMMUNITY HEALTH CENTER INC,"625 57th St Ste 700, 625 57th St Ste 700, Kenosha, WI 53140-4146",www.kchcweb.org,,,,Kenosha,WI,53140-4146
"MCR Health, Inc.","700 8th Ave W Ste 101, 700 8th Ave W Ste 101, Palmetto, FL 34221-4737",WWW.MCRHS.ORG,941-776-4000,pcarnegie@mcrhs.org,,Palmetto,FL,34221-4737
"CURTIS V COOPER PRIMARY HEALTH CARE, INC.","2 Roberts St, 2 Roberts St, Savannah, GA 31408-3524",,912-527-1088,lburton@cvcphc.com,,Savannah,GA,31408-3524
"Camden-On-Gauley Medical Center, Inc.","10003 Webster Rd, 10003 Webster Rd, Camden On Gauley, WV 26208-7713",,,,,Camden On Gauley,WV,26208-7713
Rkm Primary Care,"11990 Jackson St, 11990 Jackson St, Clinton, LA 70722-3210",www.rkmcare.org,225-683-5292 x10211,tspangler@rkmcare.org,,Clinton,LA,70722-3210
"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","1601 Precision Park Ln, 1601 Precision Park Ln, San Diego, CA 92173-1345",,,,,San Diego,CA,92173-1345
Peninsula Community Health Services,"400 Warren Ave Ste 200, 400 Warren Ave Ste 200, Bremerton, WA 98337-1467",www.pchsweb.org,360-478-2366,kjennings@pchsweb.org,,Bremerton,WA,98337-1467
"Chiricahua Community Health Centers, Inc.","10566 N Highway 191, 10566 N Highway 191, Elfrida, AZ 85610-9021",,,,,Elfrida,AZ,85610-9021
"FAMILY HEALTH CENTERS, INC.","3310 Magnolia St, 3310 Magnolia St, Orangeburg, SC 29115-1466",,803-531-6921,shasonda.amous@myfhc.org,,Orangeburg,SC,29115-1466
"Community Of Hope, Inc.","4 Atlantic St SW, 4 Atlantic St SW, Washington, DC 20032-2350",,,,,Washington,DC,20032-2350
Katahdin Valley Health Center,"529 S Patten Rd, 529 S Patten Rd, Patten, ME 04765-3007",www.kvhc.org,,,,Patten,ME,04765-3007
Northeast Washington County Community Health Inc,"157 Towne Ave, 157 Towne Ave, Plainfield, VT 05667-9425",thcplainfield.org,,,,Plainfield,VT,05667-9425
TRIAD HEALTH SYSTEM INC,"1540 Highway 127 N, 1540 Highway 127 N, Owenton, KY 40359-9305",,859-567-1591,lhansen.triad@zoomtown.com,,Owenton,KY,40359-9305
Columbia River Community Health Services,"450 Tatone St, 450 Tatone St, Boardman, OR 97818-8076",,541-481-7212,spearcy@crhclinic.net,,Boardman,OR,97818-8076
"Community Health Care Center, Incorporated","601 1st Ave N, 601 1st Ave N, Great Falls, MT 59401-2510",,,,,Great Falls,MT,59401-2510
Ocoee Regional Health Corporation,"6784 Highway 411, 6784 Highway 411, Benton, TN 37307-4818",,,,,Benton,TN,37307-4818
"Health, Tennessee Dept Of","710 James Robertson Pkwy 64 Andrew Johnson Tower, 710 James Robertson Pkwy 64 Andrew Johnson Tower, Nashville, TN 37243-0001",n/a,615-253-1354,constance.eneh@tn.gov,,Nashville,TN,37243-0001
Finger Lakes Migrant Health Care,"165 Main St, 165 Main St, Penn Yan, NY 14527-1205",,,,,Penn Yan,NY,14527-1205
PROJECT VIDA HEALTH CENTER,"3607 Rivera Ave, 3607 Rivera Ave, El Paso, TX 79905-2415",http://www.projectvidaelpaso.org/,,,,El Paso,TX,79905-2415
MARILLAC COMMUNITY HEALTH CENTERS,"3201 S Carrollton Ave, 3201 S Carrollton Ave, New Orleans, LA 70118-4307",https://www.dcsno.org/,,,,New Orleans,LA,70118-4307
ELLIS COUNTY COALITION FOR HEALTH OPTIONS,"201 Ferris Ave Ste J, 201 Ferris Ave Ste J, Waxahachie, TX 75165-3660",,,,,Waxahachie,TX,75165-3660
Waterfall Clinic Incorporated,"1890 Waite St Ste 1, 1890 Waite St Ste 1, North Bend, OR 97459-1229",,,,,North Bend,OR,97459-1229
Adult And Child Mental Health Center Inc,"8320 Madison Ave, 8320 Madison Ave, Indianapolis, IN 46227-6066",,317-503-7249,danjarens@gmail.com,,Indianapolis,IN,46227-6066
Keystone Rural Health Center,"111 Chambers Hill Dr Ste 200, 111 Chambers Hill Dr Ste 200, Chambersburg, PA 17201-7304",,,,,Chambersburg,PA,17201-7304
"WALLACE MEDICAL CONCERN, THE","18633 SE Stark St Ste 401, 18633 SE Stark St Ste 401, Portland, OR 97233-5468",,,,,Portland,OR,97233-5468
"MOUNTAIN COMPREHENSIVE CARE CENTER, INC.","104 S Front Ave, 104 S Front Ave, Prestonsburg, KY 41653-1614",,606-886-8572,meredith.pruitt@mtcomp.org,,Prestonsburg,KY,41653-1614
NORTHLAND HEALTH PARTNERS COMMUNITY,"416 Kundert St, 416 Kundert St, Turtle Lake, ND 58575-4205",www.northlandchc.org,,,,Turtle Lake,ND,58575-4205
"HealthNet, Inc.","3403 E Raymond St, 3403 E Raymond St, Indianapolis, IN 46203-4744",,,,,Indianapolis,IN,46203-4744
"COMMUNITY HEALTH SYSTEMS, INC.","252 Rural Acres Dr, 252 Rural Acres Dr, Beckley, WV 25801-3503",http://www.accesshealthwv.com,,,,Beckley,WV,25801-3503
"Community Health South Florida, Inc.","10300 SW 216th St, 10300 SW 216th St, Cutler Bay, FL 33190-1003",www.chisouthfl.org,,,,Cutler Bay,FL,33190-1003
Intercare Community Health Network,"50 Industrial Park Rd, 50 Industrial Park Rd, Bangor, MI 49013-1246",www.intercare.org,269-427-7937,hwest@intercare.org,,Bangor,MI,49013-1246
"First Choice Community Healthcare, Inc.","2001 Centro Familiar Blvd SW, 2001 Centro Familiar Blvd SW, Albuquerque, NM 87105-4592",www.fcch.com,,,,Albuquerque,NM,87105-4592
Shawnee Health Service And Development Corporation,"109 California St, 109 California St, Carterville, IL 62918-1923",www.shsdc.org,618-956-9505,ckorando@shsdc.org,,Carterville,IL,62918-1923
Avenal Community Health Center,"555 E St, 555 E St, Lemoore, CA 93245-2617",www.ariachc.org,559-316-4192,jkalfayan@ariachc.org,,Lemoore,CA,93245-2617
Pines Health Services,"74 Access Hwy, 74 Access Hwy, Caribou, ME 04736-3807",www.pineshealthservices.org,,,,Caribou,ME,04736-3807
HEART OF OHIO FAMILY HEALTH CENTERS,"882 S Hamilton Rd, 882 S Hamilton Rd, Columbus, OH 43213-3003",www.heartofohiofamilyhealth.org,,,,Columbus,OH,43213-3003
Cowlitz Family Health Center,"1057 12th Ave, 1057 12th Ave, Longview, WA 98632-2509",cowlitzfamilyhealth.org,503-440-9487,jcoffee@cfamhc.org,,Longview,WA,98632-2509
"Mission City Community Network, Inc.","15206 Parthenia St # 15210, 15206 Parthenia St # 15210, North Hills, CA 91343-5305",,818-895-3100 x610,magdalenaa@mccn.org,,North Hills,CA,91343-5305
East bay Community Action Program,"19 Broadway, 19 Broadway, Newport, RI 02840-2937",www.ebcap.org,401-848-6697 x301,droy@ebcap.org,,Newport,RI,02840-2937
